出生年份,问题,同意,反对,强烈同意,强烈反对
1985, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,1165,1755,250,540
1985, 私人应当可以拥有和买卖土地。,1422,1240,824,224
1985, 政府应当采用较高的粮食收购价格以增加农民收入。,1659,1121,524,406
1985, 在华外国资本应享受和民族资本同样的待遇。,967,1626,184,933
1985, 市场竞争中自然形成的垄断地位是无害的。,1746,1229,458,277
1985, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,1754,1138,329,489
1985, 不应公开谈论自己长辈的缺点。,1314,1389,731,276
1985, 现代中国社会需要儒家思想。,762,2012,315,621
1985, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,1999,944,396,371
1985, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,834,2007,132,737
1985, 周易八卦能够有效的解释很多事情。,1358,1298,589,465
1985, 中国传统医学对人体健康的观念比现代主流医学更高明。,1956,1098,463,193
1985, 汉字无需人为推行简化。,654,1877,192,987
1985, 应当将中国传统文化的经典作品作为儿童基础教育读物。,1845,1286,379,200
1985, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,1858,1214,395,243
1982,如果人民没有受过民主教育，他们是不应该拥有普选权的。,976,1067,283,599
1982, 人权高于主权。,1027,930,667,301
1982, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,947,961,605,412
1982, 西方的多党制不适合中国国情。,861,1367,219,478
1982, 在中国照搬西方式的言论自由会导致社会失序。,1178,960,467,320
1982, 由高校自主考试招生比全国统一考试招生更好。,1006,934,652,333
1982, 应该容许宗教人士在非宗教场所公开传教。,1185,1007,152,581
1982, 无论中小学生或大学生，都应参加由国家统一安排的军训。,1061,928,412,524
1982, 国家的统一和领土完整是社会的最高利益。,895,971,667,392
1982, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,1263,1206,83,373
1982, 国家有义务进行对外援助。,1023,1049,319,534
1982, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,1481,727,491,226
1982, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,999,1172,314,440
1982, 应当允许媒体代表某一特定阶层或利益集团发言。,1089,929,152,755
1982, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,1151,782,770,222
1982, 条件允许的话应该武力统一台湾。,809,1241,472,403
1982, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,884,831,695,515
1982, 应该允许中国公民同时具有外国国籍。,961,1382,390,192
1982, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,415,1691,182,637
1982, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,1142,546,1056,181
1982, 最低工资应由国家规定。,798,1235,318,574
1982, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,1476,1037,210,202
1982, 在重大工程项目的决策中，个人利益应该为社会利益让路。,1197,1129,158,441
1982, 浪费粮食也是个人的自由。,855,1384,226,460
1982, 如果猪肉价格过高，政府应当干预。,1011,961,311,642
1982, 应当对国外同类产品征收高额关税来保护国内民族工业。,941,1156,127,701
1982, 教育应当尽可能公立。,803,1380,168,574
1982, 国有企业的利益属于国家利益。,1445,861,478,141
1982, 试图控制房地产价格的行为会破坏经济发展。,564,1646,155,560
1982, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,681,1298,599,347
1982, 有钱人理应获得更好的医疗服务。,786,1476,317,346
1982, 高收入者应该公开自己的经济来源。,741,1200,716,268
1982, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,1264,918,357,386
1982, 与其让国有企业亏损破产，不如转卖给资本家。,973,1100,176,676
1982, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,1547,829,356,193
1982, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,936,1312,213,464
1982, 私人应当可以拥有和买卖土地。,1147,910,682,186
1982, 政府应当采用较高的粮食收购价格以增加农民收入。,1182,982,390,371
1982, 在华外国资本应享受和民族资本同样的待遇。,747,1246,132,800
1982, 市场竞争中自然形成的垄断地位是无害的。,1269,1081,326,249
1982, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,1375,858,271,421
1982, 不应公开谈论自己长辈的缺点。,1030,988,713,194
1982, 现代中国社会需要儒家思想。,603,1584,292,446
1982, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,1529,726,338,332
1982, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,614,1643,102,566
1982, 周易八卦能够有效的解释很多事情。,1085,987,466,387
1982, 中国传统医学对人体健康的观念比现代主流医学更高明。,1461,868,416,180
1982, 汉字无需人为推行简化。,434,1463,173,855
1982, 应当将中国传统文化的经典作品作为儿童基础教育读物。,1469,971,334,151
1982, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,1511,839,410,165
1983,如果人民没有受过民主教育，他们是不应该拥有普选权的。,965,1152,267,575
1983, 人权高于主权。,1022,926,651,360
1983, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,968,993,615,383
1983, 西方的多党制不适合中国国情。,940,1322,203,494
1983, 在中国照搬西方式的言论自由会导致社会失序。,1248,907,488,316
1983, 由高校自主考试招生比全国统一考试招生更好。,1065,947,612,335
1983, 应该容许宗教人士在非宗教场所公开传教。,1137,1048,165,609
1983, 无论中小学生或大学生，都应参加由国家统一安排的军训。,1028,961,407,563
1983, 国家的统一和领土完整是社会的最高利益。,888,993,649,429
1983, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,1234,1225,101,399
1983, 国家有义务进行对外援助。,1059,1024,309,567
1983, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,1517,736,501,205
1983, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,999,1195,273,492
1983, 应当允许媒体代表某一特定阶层或利益集团发言。,1081,934,150,794
1983, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,1182,798,758,221
1983, 条件允许的话应该武力统一台湾。,825,1261,462,411
1983, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,925,835,712,487
1983, 应该允许中国公民同时具有外国国籍。,933,1429,405,192
1983, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,453,1672,194,640
1983, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,1237,519,1033,170
1983, 最低工资应由国家规定。,791,1254,311,603
1983, 中国改革开放以来的经济发展的成果都被一小群人占有了，大多数人没得到什么好处。,1455,1106,195,203
1983, 在重大工程项目的决策中，个人利益应该为社会利益让路。,1230,1133,140,456
1983, 浪费粮食也是个人的自由。,785,1422,235,517
1983, 如果猪肉价格过高，政府应当干预。,1038,939,324,658
1983, 应当对国外同类产品征收高额关税来保护国内民族工业。,960,1194,116,689
1983, 教育应当尽可能公立。,767,1435,147,610
1983, 国有企业的利益属于国家利益。,1480,858,485,136
1983, 试图控制房地产价格的行为会破坏经济发展。,616,1637,133,573
1983, 改善低收入者生活的首要手段是国家给予财政补贴和扶持。,667,1300,605,387
1983, 有钱人理应获得更好的医疗服务。,841,1481,308,329
1983, 高收入者应该公开自己的经济来源。,760,1198,710,291
1983, 靠运作资金赚钱的人对社会的贡献比不上靠劳动赚钱的人。,1323,913,321,402
1983, 与其让国有企业亏损破产，不如转卖给资本家。,1035,1051,166,707
1983, 那些关系到国家安全、以及其他重要国计民生的领域，必须全部由国有企业掌控。,1634,776,344,205
1983, 资本积累的过程总是伴随着对普通劳动人民利益的伤害。,967,1319,208,465
1983, 私人应当可以拥有和买卖土地。,1104,954,697,204
1983, 政府应当采用较高的粮食收购价格以增加农民收入。,1244,948,385,382
1983, 在华外国资本应享受和民族资本同样的待遇。,802,1300,158,699
1983, 市场竞争中自然形成的垄断地位是无害的。,1378,1018,343,220
1983, 两个成年人之间自愿的性行为是其自由，无论其婚姻关系为何。,1419,883,268,389
1983, 不应公开谈论自己长辈的缺点。,1083,1061,620,195
1983, 现代中国社会需要儒家思想。,593,1589,273,504
1983, 判断艺术作品的价值的根本标准是看是不是受到人民大众喜爱。,1543,703,339,374
1983, 即使有人口压力，国家和社会也无权干涉个人要不要孩子，要几个孩子。,608,1642,99,610
1983, 周易八卦能够有效的解释很多事情。,1019,1059,467,414
1983, 中国传统医学对人体健康的观念比现代主流医学更高明。,1481,898,396,184
1983, 汉字无需人为推行简化。,481,1475,158,845
1983, 应当将中国传统文化的经典作品作为儿童基础教育读物。,1495,1009,314,141
1983, 如果是出于自愿，我会认可我的孩子和同性结成伴侣关系。,1493,938,368,160
1980,如果人民没有受过民主教育，他们是不应该拥有普选权的。,552,682,168,392
1980, 人权高于主权。,636,534,415,209
1980, 发生重大社会安全事件时，即使认为信息公开会导致骚乱的风险，政府仍应该开放信息传播。,586,553,415,240
1980, 西方的多党制不适合中国国情。,534,838,109,313
1980, 在中国照搬西方式的言论自由会导致社会失序。,727,581,297,189
1980, 由高校自主考试招生比全国统一考试招生更好。,619,549,399,227
1980, 应该容许宗教人士在非宗教场所公开传教。,655,609,100,430
1980, 无论中小学生或大学生，都应参加由国家统一安排的军训。,609,557,244,384
1980, 国家的统一和领土完整是社会的最高利益。,541,599,391,263
1980, 哪怕经历了违反程序规定的审讯和取证过程，确实有罪的罪犯也应被处刑。,755,739,53,247
1980, 国家有义务进行对外援助。,601,678,179,336
1980, 国家领导人及开国领袖的形象可以作为文艺作品的丑化对象。,904,454,300,136
1980, 当法律未能充分制止罪恶行为时，人民群众有权自发对罪恶行为进行制裁。,623,741,189,241
1980, 应当允许媒体代表某一特定阶层或利益集团发言。,655,555,92,492
1980, 如果国家综合实力许可，那么中国有权为了维护自己的利益而采取任何行动。,711,496,452,135
1980, 条件允许的话应该武力统一台湾。,548,705,301,240
1980, 律师即使明知被辩护人的犯罪事实也应当尽力为其进行辩护。,555,475,469,295
1980, 应该允许中国公民同时具有外国国籍。,574,815,287,118
1980, 以美国为首的西方国家不可能真正容许中国崛起成为一流强国。,267,1023,133,371
1980, 国家应当采取措施培养和支持体育健儿在各种国际比赛场合为国争光。,685,373,629,107
1980, 最低工资应由国家规定。,475,773,205,341
